asset_id;parent_asset_id;department_id;department_name
46486;46486;0300;WATER WORKS
46487;46487;0300;WATER WORKS
46488;46488;0300;WATER WORKS
46498;46498;0253;NEIGHBORHOOD OPERATIONS
46499;46499;0252;TRAFFIC AND ROAD DIV
46501;46501;0252;TRAFFIC AND ROAD DIV
46504;46504;0253;NEIGHBORHOOD OPERATIONS
46505;46505;0253;NEIGHBORHOOD OPERATIONS
46506;46506;0253;NEIGHBORHOOD OPERATIONS
46507;46507;0271;FIRE DEPARTMENT RESPONSE
46508;46508;0271;FIRE DEPARTMENT RESPONSE
46509;46509;0271;FIRE DEPARTMENT RESPONSE
46510;46510;0271;FIRE DEPARTMENT RESPONSE
46517;46517;0400;M.S.D.
46520;46520;0200;PARK DEPARTMENT
46521;46521;0200;PARK DEPARTMENT
46543;46543;0252;TRAFFIC AND ROAD DIV
46675;46675;0300;WATER WORKS
46676;46676;0300;WATER WORKS
46682;46682;0300;WATER WORKS
46697;46697;0271;FIRE DEPARTMENT RESPONSE
46700;46700;0300;WATER WORKS
46716;46716;0300;WATER WORKS
46720;46720;0200;PARK DEPARTMENT
46725;46725;0200;PARK DEPARTMENT
46728;46728;0200;PARK DEPARTMENT
46748;46748;0091;ETS
46794;46794;0199;RECREATION - MAINT
46795;46795;0300;WATER WORKS
46799;46799;0200;PARK DEPARTMENT
46800;46800;0400;M.S.D.
46801;46801;0400;M.S.D.
46802;46802;0400;M.S.D.
46803;46803;0400;M.S.D.
46805;46805;0252;TRAFFIC AND ROAD DIV
46806;46806;0252;TRAFFIC AND ROAD DIV
46808;46808;0252;TRAFFIC AND ROAD DIV
46809;46809;0400;M.S.D.
46810;46810;0400;M.S.D.
46821;46821;0400;M.S.D.
46830;46830;0200;PARK DEPARTMENT
46831;46831;0200;PARK DEPARTMENT
46832;46832;0200;PARK DEPARTMENT
46833;46833;0200;PARK DEPARTMENT
46834;46834;0200;PARK DEPARTMENT
46835;46835;0253;NEIGHBORHOOD OPERATIONS
46837;46837;0253;NEIGHBORHOOD OPERATIONS
46839;46839;0253;NEIGHBORHOOD OPERATIONS
46840;46840;0253;NEIGHBORHOOD OPERATIONS
46845;46845;0253;NEIGHBORHOOD OPERATIONS
46852;46852;0234;AVIATION
46915;46915;2441;FLEET SERVICES
46917;46917;0400;M.S.D.
47450;47450;0200;PARK DEPARTMENT
47451;47451;0222;POLICE
47452;47452;0200;PARK DEPARTMENT
47458;47458;0190;RECREATION
47460;47460;0190;RECREATION
47462;47462;0400;M.S.D.
47475;47475;0252;TRAFFIC AND ROAD DIV
47476;47476;0252;TRAFFIC SERVICES
47477;47477;0400;M.S.D.
47478;47478;0252;TRAFFIC AND ROAD DIV
47479;47479;0252;TRAFFIC AND ROAD DIV
48926;48926;0222;POLICE
48929;48929;0222;POLICE
49750;49750;0252;TRAFFIC AND ROAD DIV
49751;49751;0252;TRAFFIC AND ROAD DIV
49752;49752;0252;TRAFFIC AND ROAD DIV
50456;50456;0226;POLICE SUPPORT BUREAU
50458;50458;0200;PARK DEPARTMENT
50463;50463;0253;TRAFFIC AND ROAD DIV
50496;50496;0225;POLICE INVESTIGATIONS BUREAU
50600;50600;0401;STORMWATER
50601;50601;0260;HEALTH
50604;50604;POOL;TRAFFIC AND ROAD DIV
50630;50630;0248;PARKING FACILITY
50631;50631;0248;PARKING FACILITY
50632;50632;0248;PARKING FACILITY
50660;50660;0227;POLICE - CHIEF`S OFFICE
50675;50675;0400;M.S.D.
50676;50676;0400;M.S.D.
50677;50677;0400;M.S.D.
50678;50678;0400;M.S.D.
50680;50680;0233;TRANS & ENGR
50682;50682;0255;POLICE
50810;50810;0190;RECREATION
50811;50811;0190;RECREATION
50812;50812;0190;RECREATION
50813;50813;0400;M.S.D.
50814;50814;0400;M.S.D.
50815;50815;0400;M.S.D.
50816;50816;0400;M.S.D.
50817;50817;0190;RECREATION
50818;50818;0190;RECREATION
50819;50819;0190;RECREATION
50820;50820;0300;WATER WORKS
50821;50821;0300;WATER WORKS
50822;50822;0300;WATER WORKS
50827;50827;0234;AVIATION
50834;50834;0222;POLICE
50835;50835;0226;POLICE SUPPORT BUREAU
50836;50836;0222;POLICE
50837;50837;0272;FIRE DEPARTMENT SUPPORT
50838;50838;0225;POLICE INVESTIGATIONS BUREAU
50839;50839;0222;POLICE
50844;50844;0190;RECREATION
50845;50845;0190;RECREATION
50846;50846;0253;TRAFFIC AND ROAD DIV
50847;50847;0255;CITY FACILITY MAINT
50851;50851;0225;POLICE INVESTIGATIONS BUREAU
50852;50852;0226;POLICE SUPPORT BUREAU
50865;50865;0271;FIRE DEPARTMENT RESPONSE
50881;50881;0200;PARK DEPARTMENT
50882;50882;0300;WATER WORKS
50883;50883;0300;WATER WORKS
50890;50890;0400;M.S.D.
50900;50900;0200;PARK DEPARTMENT
50901;50901;0200;PARK DEPARTMENT
50902;50902;0200;PARK DEPARTMENT
50909;50909;0200;PARK DEPARTMENT
50910;50910;0400;M.S.D.
50930;50930;0300;WATER WORKS
50950;50950;0400;NEIGHBORHOOD OPERATIONS
50951;50951;0252;TRAFFIC AND ROAD DIV
50952;50952;0252;TRAFFIC AND ROAD DIV
50953;50953;0252;TRAFFIC AND ROAD DIV
50954;50954;0252;TRAFFIC AND ROAD DIV
50955;50955;0400;M.S.D.
50956;50956;0400;M.S.D.
50957;50957;0400;M.S.D.
50958;50958;0252;TRAFFIC AND ROAD DIV
50959;50959;0400;M.S.D.
50990;50990;0252;TRAFFIC AND ROAD DIV
50992;50992;0252;TRAFFIC AND ROAD DIV
50993;50993;0252;TRAFFIC AND ROAD DIV
50996;50996;0400;TRAFFIC AND ROAD DIV
51004;51004;0222;POLICE
51005;51005;0222;POLICE
51451;51451;0271;FIRE DEPARTMENT RESPONSE
51470;51470;0400;M.S.D.
51545;51545;0253;NEIGHBORHOOD OPERATIONS
51546;51546;0253;NEIGHBORHOOD OPERATIONS
51547;51547;0253;NEIGHBORHOOD OPERATIONS
51548;51548;0253;NEIGHBORHOOD OPERATIONS
51549;51549;0253;NEIGHBORHOOD OPERATIONS
51550;51550;0253;NEIGHBORHOOD OPERATIONS
51551;51551;0253;NEIGHBORHOOD OPERATIONS
51570;51570;0253;NEIGHBORHOOD OPERATIONS
51571;51571;0253;NEIGHBORHOOD OPERATIONS
51610;51610;0253;NEIGHBORHOOD OPERATIONS
51650;51650;0271;FIRE DEPARTMENT RESPONSE
51670;51670;0271;FIRE DEPARTMENT RESPONSE
51671;51671;0271;FIRE DEPARTMENT RESPONSE
51673;51673;0271;FIRE DEPARTMENT RESPONSE
51674;51674;0271;FIRE DEPARTMENT RESPONSE
51690;51690;0271;FIRE DEPARTMENT RESPONSE
51700;51700;0234;AVIATION
51780;51780;0226;POLICE SUPPORT BUREAU
51781;51781;0190;RECREATION
51782;51782;0190;RECREATION
51890;51890;0400;M.S.D.
51915;51915;0400;M.S.D.
51930;51930;0222;POLICE
51950;51950;0200;PARK DEPARTMENT
51951;51951;0200;PARK DEPARTMENT
5200094;5200094;5200;CINCINNATI STATE
5200175;5200175;5200;CINCINNATI STATE
5200216;5200216;5200;CINCINNATI STATE
5200501;5200501;5200;CINCINNATI STATE
5200613;5200613;5200;CINCINNATI STATE
5200759;5200759;5200;CINCINNATI STATE
5200949;5200949;5200;CINCINNATI STATE
5204165;5204165;5200;CINCINNATI STATE
52531;52531;2441;RECREATION
52670;52670;0400;M.S.D.
52671;52671;0300;WATER WORKS
52690;52690;0200;PARK DEPARTMENT
52750;52750;0253;NEIGHBORHOOD OPERATIONS
52806;52806;0400;M.S.D.
52808;52808;0400;M.S.D.
52809;52809;0400;M.S.D.
52810;52810;0253;NEIGHBORHOOD OPERATIONS
52812;52812;0200;PARK DEPARTMENT
52813;52813;0200;PARK DEPARTMENT
52814;52814;0271;FIRE DEPARTMENT RESPONSE
52815;52815;0200;PARK DEPARTMENT
52820;52820;0200;PARK DEPARTMENT
52821;52821;0200;PARK DEPARTMENT
52822;52822;0200;PARK DEPARTMENT
52823;52823;0200;PARK DEPARTMENT
52830;52830;0253;NEIGHBORHOOD OPERATIONS
52833;52833;0200;PARK DEPARTMENT
52850;52850;0200;PARK DEPARTMENT
52851;52851;0200;PARK DEPARTMENT
53495;53495;0200;PARK DEPARTMENT
53559;53559;0300;WATER WORKS
53585;53585;0252;TRAFFIC AND ROAD DIV
53587;53587;0252;TRAFFIC AND ROAD DIV
53588;53588;0252;TRAFFIC AND ROAD DIV
53630;53630;0300;WATER WORKS
53870;53870;0400;M.S.D.
53871;53871;0271;FIRE DEPARTMENT RESPONSE
53890;53890;0222;POLICE
53892;53892;0222;POLICE
53895;53895;0222;POLICE
53900;53900;0400;M.S.D.
53971;53971;0400;M.S.D.
54472;54472;0400;M.S.D.
54505;54505;0200;PARK DEPARTMENT
54508;54508;0200;PARK DEPARTMENT
54533;54533;0190;RECREATION
54770;54770;0260;HEALTH
54771;54771;0222;POLICE
54772;54772;0222;POLICE
54773;54773;0222;POLICE
54775;54775;2441;FLEET SERVICES
54890;54890;0252;TRAFFIC SERVICES
54910;54910;0400;M.S.D.
55470;55470;0200;PARK DEPARTMENT
55471;55471;0400;M.S.D.
55810;55810;0400;M.S.D.
55830;55830;0300;WATER WORKS
55834;55834;0252;TRAFFIC AND ROAD DIV
55835;55835;0252;TRAFFIC AND ROAD DIV
55870;55870;0252;TRAFFIC SERVICES
55872;55872;0200;PARK DEPARTMENT
55890;55890;0252;TRAFFIC AND ROAD DIV
56450;56450;0200;PARK DEPARTMENT
56452;56452;0400;M.S.D.
56454;56454;0200;PARK DEPARTMENT
56457;56457;0200;PARK DEPARTMENT
56458;56458;0200;PARK DEPARTMENT
56460;56460;0200;PARK DEPARTMENT
56463;56463;0400;STORMWATER
56464;56464;0200;PARK DEPARTMENT
56465;56465;0200;PARK DEPARTMENT
56466;56466;0200;PARK DEPARTMENT
56467;56467;0200;PARK DEPARTMENT
56481;56481;0400;M.S.D.
56482;56482;0400;M.S.D.
56484;56484;0400;M.S.D.
56485;56485;0271;FIRE DEPARTMENT RESPONSE
56486;56486;0271;FIRE DEPARTMENT RESPONSE
56487;56487;0271;FIRE DEPARTMENT RESPONSE
56488;56488;0271;FIRE DEPARTMENT RESPONSE
56489;56489;0271;FIRE DEPARTMENT RESPONSE
56498;56498;0400;M.S.D.
56515;56515;0200;PARK DEPARTMENT
56516;56516;0200;PARK DEPARTMENT
56517;56517;0200;PARK DEPARTMENT
56518;56518;0200;PARK DEPARTMENT
56519;56519;0200;PARK DEPARTMENT
56522;56522;0200;PARK DEPARTMENT
56524;56524;0200;PARK DEPARTMENT
56525;56525;0200;PARK DEPARTMENT
56526;56526;0200;PARK DEPARTMENT
56527;56527;0234;AVIATION
56528;56528;0200;PARK DEPARTMENT
56529;56529;0200;PARK DEPARTMENT
56530;56530;0199;RECREATION - MAINT
56531;56531;0200;PARK DEPARTMENT
56532;56532;0200;PARK DEPARTMENT
56533;56533;0200;PARK DEPARTMENT
56534;56534;0190;RECREATION
56535;56535;0200;PARK DEPARTMENT
56536;56536;0200;PARK DEPARTMENT
56539;56539;0200;PARK DEPARTMENT
56543;56543;0200;PARK DEPARTMENT
56544;56544;0200;PARK DEPARTMENT
56545;56545;0200;PARK DEPARTMENT
56548;56548;0200;PARK DEPARTMENT
56549;56549;0200;PARK DEPARTMENT
56550;56550;0200;PARK DEPARTMENT
56555;56555;0200;PARK DEPARTMENT
56559;56559;0200;PARK DEPARTMENT
56560;56560;0252;TRAFFIC AND ROAD DIV
56561;56561;0252;TRAFFIC AND ROAD DIV
56563;56563;0252;TRAFFIC AND ROAD DIV
56564;56564;0252;TRAFFIC AND ROAD DIV
56565;56565;0252;TRAFFIC AND ROAD DIV
56566;56566;0252;TRAFFIC AND ROAD DIV
56568;56568;0199;RECREATION - MAINT
56570;56570;0200;PARK DEPARTMENT
56571;56571;0200;PARK DEPARTMENT
56572;56572;0200;PARK DEPARTMENT
56574;56574;0200;PARK DEPARTMENT
56575;56575;0200;PARK DEPARTMENT
56576;56576;0200;PARK DEPARTMENT
56577;56577;0200;PARK DEPARTMENT
56578;56578;0200;PARK DEPARTMENT
56579;56579;0200;PARK DEPARTMENT
56580;56580;0200;PARK DEPARTMENT
56581;56581;0200;PARK DEPARTMENT
56583;56583;0200;PARK DEPARTMENT
56584;56584;0200;PARK DEPARTMENT
56690;56690;0200;PARK DEPARTMENT
56692;56692;0400;M.S.D.
56693;56693;0300;WATER WORKS
56695;56695;0300;WATER WORKS
56700;56700;0400;M.S.D.
56702;56702;0252;TRAFFIC AND ROAD DIV
56720;56720;0400;M.S.D.
56721;56721;0400;M.S.D.
56723;56723;0400;M.S.D.
56791;56791;0200;PARK DEPARTMENT
56793;56793;0200;PARK DEPARTMENT
56803;56803;0400;M.S.D.
56821;56821;0400;M.S.D.
56824;56824;0400;M.S.D.
56826;56826;0400;M.S.D.
56830;56830;0200;PARK DEPARTMENT
56831;56831;0200;PARK DEPARTMENT
56835;56835;0200;PARK DEPARTMENT
56836;56836;0200;PARK DEPARTMENT
56839;56839;0271;FIRE DEPARTMENT RESPONSE
56840;56840;0200;PARK DEPARTMENT
56841;56841;0200;PARK DEPARTMENT
56842;56842;0200;PARK DEPARTMENT
56843;56843;0200;PARK DEPARTMENT
56844;56844;0200;PARK DEPARTMENT
56846;56846;0200;PARK DEPARTMENT
56847;56847;0200;PARK DEPARTMENT
56848;56848;0200;PARK DEPARTMENT
56850;56850;0200;PARK DEPARTMENT
56856;56856;0200;PARK DEPARTMENT
56857;56857;0199;RECREATION - MAINT
56859;56859;0200;PARK DEPARTMENT
56860;56860;0400;M.S.D.
56863;56863;0200;PARK DEPARTMENT
56865;56865;0200;PARK DEPARTMENT
56866;56866;0200;PARK DEPARTMENT
56867;56867;0091;ETS
56869;56869;0300;WATER WORKS
56871;56871;0400;M.S.D.
56872;56872;0400;M.S.D.
56876;56876;0200;PARK DEPARTMENT
56880;56880;0200;PARK DEPARTMENT
56881;56881;0200;PARK DEPARTMENT
56882;56882;0400;M.S.D.
56890;56890;0200;PARK DEPARTMENT
56891;56891;0200;PARK DEPARTMENT
56893;56893;0200;PARK DEPARTMENT
56894;56894;0200;PARK DEPARTMENT
56917;56917;0400;M.S.D.
57450;57450;0190;RECREATION
57451;57451;0190;RECREATION
57453;57453;0400;M.S.D.
57460;57460;0400;M.S.D.
57464;57464;0271;FIRE DEPARTMENT RESPONSE
57472;57472;0260;HEALTH
57476;57476;0271;FIRE DEPARTMENT RESPONSE
57477;57477;0271;FIRE DEPARTMENT RESPONSE
57478;57478;0252;TRAFFIC SERVICES
57480;57480;0252;TRAFFIC SERVICES
57482;57482;0400;M.S.D.
57483;57483;0271;FIRE DEPARTMENT RESPONSE
57484;57484;0271;FIRE DEPARTMENT RESPONSE
57485;57485;0400;M.S.D.
57489;57489;0252;TRAFFIC AND ROAD DIV
57965;57965;0400;M.S.D.
57966;57966;0400;M.S.D.
58451;58451;0271;FIRE DEPARTMENT RESPONSE
58512;58512;0271;FIRE DEPARTMENT RESPONSE
58550;58550;0271;FIRE DEPARTMENT RESPONSE
58925;58925;0222;POLICE
58926;58926;0225;POLICE INVESTIGATIONS BUREAU
59550;59550;0190;RECREATION
59551;59551;0190;RECREATION
59800;59800;0190;RECREATION
60600;60600;0181;CITIZEN`S COMPLAINT AUTHORITY
60602;60602;0199;RECREATION - MAINT
60603;60603;0091;ETS
60606;60606;0225;POLICE INVESTIGATIONS BUREAU
60630;60630;0251;POLICE - CHIEF`S OFFICE
60662;60662;0200;PARK DEPARTMENT
60663;60663;0300;WATER WORKS
60664;60664;0300;WATER WORKS
60665;60665;0300;WATER WORKS
60667;60667;0300;WATER WORKS
60675;60675;0260;HEALTH
60676;60676;0227;POLICE - CHIEF`S OFFICE
60677;60677;0300;WATER WORKS
60678;60678;0300;WATER WORKS
60679;60679;0300;WATER WORKS
60680;60680;0300;WATER WORKS
60681;60681;0300;WATER WORKS
60682;60682;0233;TRANS & ENGR
60683;60683;0233;TRANS & ENGR
60686;60686;0300;WATER WORKS
60687;60687;0300;WATER WORKS
60688;60688;0300;WATER WORKS
60689;60689;0300;WATER WORKS
60691;60691;0222;POLICE
60692;60692;0200;PARK DEPARTMENT
60694;60694;0260;HEALTH
60695;60695;0260;HEALTH
60696;60696;0233;TRANS & ENGR
60697;60697;0233;TRANS & ENGR
60698;60698;0233;TRANS & ENGR
60699;60699;0239;TRAFFIC ENGINEERING
60700;60700;0253;TRAFFIC AND ROAD DIV
60739;60739;0252;TRAFFIC AND ROAD DIV
60748;60748;0300;WATER WORKS
60749;60749;0300;WATER WORKS
60810;60810;0200;PARK DEPARTMENT
60811;60811;0190;RECREATION
60812;60812;0190;RECREATION
60813;60813;0190;RECREATION
60814;60814;0300;WATER WORKS
60815;60815;0300;WATER WORKS
60816;60816;0300;WATER WORKS
60817;60817;0300;WATER WORKS
60818;60818;0234;AVIATION
60834;60834;0300;WATER WORKS
60835;60835;0300;WATER WORKS
60836;60836;0190;RECREATION
60844;60844;0400;M.S.D.
60845;60845;0400;M.S.D.
60846;60846;0300;WATER WORKS
60853;60853;0190;RECREATION
60857;60857;0227;POLICE SUPPORT BUREAU
60860;60860;0190;RECREATION
60861;60861;0190;RECREATION
60862;60862;POOL;FLEET SERVICES POOL
60880;60880;0200;PARK DEPARTMENT
60881;60881;0200;PARK DEPARTMENT
60882;60882;0200;PARK DEPARTMENT
60893;60893;0300;WATER WORKS
60902;60902;2441;M.S.D.
60911;60911;POOL;FLEET SERVICES POOL
60914;60914;0400;M.S.D.
60915;60915;0271;FIRE DEPARTMENT RESPONSE
60930;60930;0271;FIRE DEPARTMENT RESPONSE
60931;60931;0252;TRAFFIC AND ROAD DIV
60932;60932;0271;FIRE DEPARTMENT RESPONSE
60940;60940;0271;FIRE DEPARTMENT RESPONSE
60945;60945;0271;FIRE DEPARTMENT RESPONSE
60947;60947;0271;FIRE DEPARTMENT RESPONSE
60948;60948;6100;HAMILTON CTY BOARD OF COMM
60950;60950;0252;TRAFFIC AND ROAD DIV
60951;60951;0252;TRAFFIC AND ROAD DIV
60952;60952;0252;TRAFFIC AND ROAD DIV
60953;60953;0252;TRAFFIC AND ROAD DIV
60959;60959;0300;WATER WORKS
60960;60960;0300;WATER WORKS
60961;60961;0252;TRAFFIC AND ROAD DIV
60962;60962;0252;TRAFFIC AND ROAD DIV
60963;60963;0252;TRAFFIC AND ROAD DIV
60964;60964;0252;TRAFFIC AND ROAD DIV
61451;61451;0271;FIRE DEPARTMENT RESPONSE
61452;61452;0271;FIRE DEPARTMENT RESPONSE
61465;61465;0272;FIRE DEPARTMENT SUPPORT
61466;61466;0401;STORMWATER
61571;61571;0200;PARK DEPARTMENT
61652;61652;0271;FIRE DEPARTMENT RESPONSE
61653;61653;0271;FIRE DEPARTMENT RESPONSE
61670;61670;0271;FIRE DEPARTMENT RESPONSE
61671;61671;0271;FIRE DEPARTMENT RESPONSE
61672;61672;0271;FIRE DEPARTMENT RESPONSE
61674;61674;0271;FIRE DEPARTMENT RESPONSE
61711;61711;0271;FIRE DEPARTMENT RESPONSE
61810;61810;0400;M.S.D.
61812;61812;0300;WATER WORKS
61880;61880;0234;AVIATION
61890;61890;0400;M.S.D.
61916;61916;0252;TRAFFIC AND ROAD DIV
61917;61917;0300;WATER WORKS
61930;61930;0222;POLICE
61950;61950;0252;TRAFFIC SERVICES
61953;61953;0252;TRAFFIC SERVICES
61954;61954;0252;TRAFFIC SERVICES
62491;62491;0222;POLICE
62492;62492;0222;POLICE
62550;62550;0253;NEIGHBORHOOD OPERATIONS
62551;62551;0253;NEIGHBORHOOD OPERATIONS
62650;62650;0234;AVIATION
62651;62651;0200;PARK DEPARTMENT
62671;62671;0255;CITY FACILITY MAINT
62673;62673;0300;WATER WORKS
62674;62674;0400;M.S.D.
62675;62675;0400;M.S.D.
62690;62690;0190;RECREATION
62691;62691;0190;RECREATION
62811;62811;6100;HAMILTON CTY BOARD OF COMM
62812;62812;0190;RECREATION
62813;62813;0190;RECREATION
62814;62814;0190;RECREATION
62815;62815;0400;M.S.D.
62816;62816;0400;M.S.D.
62830;62830;0190;RECREATION
62831;62831;0190;RECREATION
62832;62832;0190;RECREATION
62833;62833;0190;RECREATION
62834;62834;0190;RECREATION
62835;62835;0190;RECREATION
62836;62836;0200;PARK DEPARTMENT
62838;62838;0253;NEIGHBORHOOD OPERATIONS
62839;62839;0190;RECREATION
62850;62850;0190;RECREATION
63465;63465;0400;M.S.D.
63496;63496;0200;PARK DEPARTMENT
63540;63540;0300;WATER WORKS
63541;63541;0300;WATER WORKS
63542;63542;0300;WATER WORKS
63543;63543;0300;WATER WORKS
63544;63544;0300;WATER WORKS
63630;63630;0400;M.S.D.
63645;63645;0234;AVIATION
63646;63646;0190;RECREATION
63647;63647;0200;PARK DEPARTMENT
63840;63840;0271;FIRE DEPARTMENT RESPONSE
63841;63841;0271;FIRE DEPARTMENT RESPONSE
63870;63870;0400;M.S.D.
63871;63871;0400;M.S.D.
63872;63872;0400;M.S.D.
63873;63873;0271;FIRE DEPARTMENT RESPONSE
63875;63875;0271;FIRE DEPARTMENT RESPONSE
63877;63877;0271;FIRE DEPARTMENT RESPONSE
63878;63878;0271;FIRE DEPARTMENT RESPONSE
63880;63880;0271;FIRE DEPARTMENT RESPONSE
63883;63883;0271;FIRE DEPARTMENT RESPONSE
63885;63885;0271;FIRE DEPARTMENT RESPONSE
63887;63887;0271;FIRE DEPARTMENT RESPONSE
63889;63889;0271;FIRE DEPARTMENT RESPONSE
63890;63890;0271;FIRE DEPARTMENT RESPONSE
63891;63891;0252;TRAFFIC AND ROAD DIV
64472;64472;0400;M.S.D.
64473;64473;0400;M.S.D.
64500;64500;0300;WATER WORKS
64550;64550;0271;FIRE DEPARTMENT RESPONSE
64552;64552;0252;TRAFFIC AND ROAD DIV
64590;64590;0252;TRAFFIC AND ROAD DIV
64606;64606;0190;RECREATION
64607;64607;0190;RECREATION
64610;64610;0252;TRAFFIC AND ROAD DIV
64630;64630;0200;PARK DEPARTMENT
64631;64631;0200;PARK DEPARTMENT
64771;64771;0222;POLICE
64810;64810;0252;TRAFFIC AND ROAD DIV
64811;64811;0190;RECREATION
64812;64812;0190;RECREATION
64813;64813;0190;RECREATION
65470;65470;0200;PARK DEPARTMENT
65830;65830;0300;WATER WORKS
65870;65870;0252;TRAFFIC AND ROAD DIV
65871;65871;0400;M.S.D.
66450;66450;0200;PARK DEPARTMENT
66452;66452;0300;WATER WORKS
66453;66453;0300;WATER WORKS
66454;66454;0300;WATER WORKS
66455;66455;0253;NEIGHBORHOOD OPERATIONS
66456;66456;0253;NEIGHBORHOOD OPERATIONS
66481;66481;0271;FIRE DEPARTMENT RESPONSE
66483;66483;0300;WATER WORKS
66491;66491;0300;WATER WORKS
66495;66495;0190;RECREATION
66498;66498;0253;NEIGHBORHOOD OPERATIONS
66499;66499;0253;NEIGHBORHOOD OPERATIONS
66500;66500;0253;NEIGHBORHOOD OPERATIONS
66516;66516;0400;M.S.D.
66519;66519;0200;PARK DEPARTMENT
66520;66520;0200;PARK DEPARTMENT
66521;66521;0200;PARK DEPARTMENT
66522;66522;0200;PARK DEPARTMENT
66523;66523;0200;PARK DEPARTMENT
66524;66524;0200;PARK DEPARTMENT
66525;66525;0200;PARK DEPARTMENT
66526;66526;0200;PARK DEPARTMENT
66530;66530;0200;PARK DEPARTMENT
66531;66531;0200;PARK DEPARTMENT
66532;66532;0253;NEIGHBORHOOD OPERATIONS
66533;66533;0253;NEIGHBORHOOD OPERATIONS
66534;66534;0253;NEIGHBORHOOD OPERATIONS
66535;66535;0253;NEIGHBORHOOD OPERATIONS
66537;66537;0300;WATER WORKS
66538;66538;0300;WATER WORKS
66539;66539;0300;WATER WORKS
66540;66540;0300;WATER WORKS
66676;66676;0253;TRAFFIC AND ROAD DIV
66678;66678;0300;WATER WORKS
66681;66681;0300;WATER WORKS
66699;66699;0300;WATER WORKS
66705;66705;0300;WATER WORKS
66706;66706;0300;WATER WORKS
66707;66707;0300;WATER WORKS
66708;66708;0300;WATER WORKS
66712;66712;0300;WATER WORKS
66713;66713;0300;WATER WORKS
66716;66716;0300;WATER WORKS
66717;66717;0300;WATER WORKS
66719;66719;0271;FIRE DEPARTMENT RESPONSE
66724;66724;0271;FIRE DEPARTMENT RESPONSE
66742;66742;0252;TRAFFIC AND ROAD DIV
66792;66792;0300;WATER WORKS
66794;66794;0300;WATER WORKS
66795;66795;0400;M.S.D.
66797;66797;0271;FIRE DEPARTMENT RESPONSE
66830;66830;0200;PARK DEPARTMENT
66831;66831;0200;PARK DEPARTMENT
66832;66832;0200;PARK DEPARTMENT
66833;66833;0200;PARK DEPARTMENT
66834;66834;0200;PARK DEPARTMENT
66836;66836;0200;PARK DEPARTMENT
66837;66837;0200;PARK DEPARTMENT
66838;66838;0200;PARK DEPARTMENT
66840;66840;0200;PARK DEPARTMENT
66842;66842;0200;PARK DEPARTMENT
66844;66844;0200;PARK DEPARTMENT
66845;66845;0253;NEIGHBORHOOD OPERATIONS
66846;66846;0253;NEIGHBORHOOD OPERATIONS
66847;66847;0253;NEIGHBORHOOD OPERATIONS
66848;66848;0253;NEIGHBORHOOD OPERATIONS
66849;66849;0253;NEIGHBORHOOD OPERATIONS
66850;66850;0253;NEIGHBORHOOD OPERATIONS
66851;66851;0253;NEIGHBORHOOD OPERATIONS
66852;66852;0253;NEIGHBORHOOD OPERATIONS
66860;66860;0200;PARK DEPARTMENT
66913;66913;0199;RECREATION - MAINT
66914;66914;0199;RECREATION - MAINT
66915;66915;0400;M.S.D.
66916;66916;0200;PARK DEPARTMENT
66918;66918;0200;PARK DEPARTMENT
66919;66919;0200;PARK DEPARTMENT
66923;66923;0200;PARK DEPARTMENT
66927;66927;0400;M.S.D.
66928;66928;0400;M.S.D.
67450;67450;0271;FIRE DEPARTMENT RESPONSE
67451;67451;0252;TRAFFIC SERVICES
67452;67452;0252;TRAFFIC AND ROAD DIV
67454;67454;0252;TRAFFIC SERVICES
67455;67455;0252;TRAFFIC SERVICES
67456;67456;0400;M.S.D.
67457;67457;0400;M.S.D.
67476;67476;0300;WATER WORKS
67479;67479;0190;RECREATION
67480;67480;0271;FIRE DEPARTMENT RESPONSE
67481;67481;0271;FIRE DEPARTMENT RESPONSE
67482;67482;0271;FIRE DEPARTMENT RESPONSE
67483;67483;0300;WATER WORKS
67484;67484;0300;WATER WORKS
67650;67650;0190;RECREATION
67764;67764;0222;POLICE
68570;68570;0222;POLICE
68925;68925;0225;POLICE INVESTIGATIONS BUREAU
68926;68926;0225;POLICE INVESTIGATIONS BUREAU
68928;68928;0222;POLICE
68930;68930;0222;POLICE
68932;68932;0225;POLICE INVESTIGATIONS BUREAU
68951;68951;0222;POLICE
69600;69600;0253;NEIGHBORHOOD OPERATIONS
69601;69601;0253;NEIGHBORHOOD OPERATIONS
69602;69602;0190;RECREATION
69604;69604;0190;RECREATION
69800;69800;0190;RECREATION
70600;70600;0200;PARK DEPARTMENT
70604;70604;0281;DEI DEPARTMENT OF ECONOMIC INCLUSION
70630;70630;0091;ETS
70631;70631;0091;ETS
70666;70666;0251;FLEET-DIRECTOR`S OFFICE
70675;70675;0200;PARK DEPARTMENT
70676;70676;0300;WATER WORKS
70677;70677;0300;WATER WORKS
70678;70678;0300;WATER WORKS
70679;70679;0233;TRANS & ENGR
70682;70682;0233;TRANS & ENGR
70683;70683;0233;TRANS & ENGR
70684;70684;0255;CITY FACILITY MAINT
70685;70685;0227;POLICE - CHIEF`S OFFICE
70688;70688;0225;POLICE INVESTIGATIONS BUREAU
70694;70694;0260;HEALTH
70695;70695;0200;PARK DEPARTMENT
70696;70696;0225;POLICE INVESTIGATIONS BUREAU
70742;70742;0200;PARK DEPARTMENT
