asset_id;total_cost;rank
50815;1349,0;1307
S47463;1347,281;1308
62835;1347,0;1309
S40634;1347,0;1310
S3902;1346,0;1311
S05335;1345,125;1312
17336;1345,0;1313
17324;1344,0;1314
S40827;1341,0;1315
S91001A;1341,0;1316
S11311;1340,0;1317
00881;1338,0;1318
17460;1337,0;1319
14460;1336,0;1320
S50947;1336,0;1321
20958;1336,0;1322
S01880;1334,047;1323
19200;1333,0;1324
50632;1333,0;1325
92819;1332,0;1326
00751;1332,0;1327
S00991;1331,0;1328
S03356;1331,0;1329
S20920;1329,0;1330
S90835A;1329,0;1331
S70904;1328,097;1332
S52807;1328,019;1333
09180;1328,0;1334
S80799A;1326,0;1335
73900;1326,0;1336
S08339;1325,0;1337
S86770;1324,0;1338
15206;1324,0;1339
S60684;1324,0;1340
S92831;1323,0;1341
S05333;1323,0;1342
S13302;1323,0;1343
S03319;1322,0;1344
02855;1321,0;1345
S15316;1320,0;1346
S05305;1318,0;1347
S94890;1318,0;1348
90690;1318,0;1349
18301;1318,0;1350
07475;1317,0;1351
S42857;1316,0;1352
50956;1315,035;1353
16304;1314,0;1354
40920;1313,0;1355
S91004A;1312,0;1356
00735;1311,0;1357
09175;1310,0;1358
15190;1306,0;1359
X0311;1304,413;1360
S72810;1304,0;1361
S02670;1302,0;1362
30695;1302,0;1363
X0090R;1300,0;1364
95833;1300,0;1365
70882;1299,0;1366
09203;1299,0;1367
S08318;1298,0;1368
31916;1298,0;1369
10780;1296,0;1370
60749;1295,0;1371
50819;1294,0;1372
20822;1294,0;1373
S00933;1292,092;1374
X0255;1291,0;1375
50827;1288,064;1376
17195;1288,0;1377
17192;1287,0;1378
S09323;1281,0;1379
90864;1280,041;1380
18339;1280,0;1381
00874;1277,0;1382
S10831;1277,0;1383
S35834;1276,603;1384
40906;1276,476;1385
00880;1276,0;1386
S70938;1276,0;1387
S20950;1275,0;1388
S16331;1275,0;1389
10600;1275,0;1390
60686;1274,0;1391
S08326;1274,0;1392
70805;1273,0;1393
S01553;1272,0;1394
80991;1271,265;1395
S90890;1271,0;1396
14189;1271,0;1397
S91002;1269,0;1398
00609;1269,0;1399
SO25833;1267,0;1400
S90833;1266,0;1401
33910;1265,069;1402
S33900;1265,0;1403
32673;1264,0;1404
70604;1264,0;1405
S90813A;1263,0;1406
S06102;1263,0;1407
72818;1263,0;1408
10841;1263,0;1409
17187;1262,0;1410
S05145;1262,0;1411
S20796;1261,0;1412
S30580;1261,0;1413
90866;1261,0;1414
S51891;1258,008;1415
S70801A;1257,0;1416
S15333;1257,0;1417
67456;1255,0;1418
43465;1255,0;1419
S21548;1255,0;1420
00901;1252,389;1421
10603;1250,0;1422
11181;1250,0;1423
93722;1250,0;1424
40839;1247,0;1425
00816;1247,0;1426
10197;1247,0;1427
69800;1247,0;1428
S60913;1246,0;1429
18334;1245,505;1430
S10665;1244,0;1431
S71931;1244,0;1432
36790;1243,037;1433
10199;1243,0;1434
55830;1242,455;1435
S41871;1241,0;1436
S20798;1240,0;1437
S09335A;1240,0;1438
01781;1240,0;1439
S70946;1238,0;1440
11177;1237,0;1441
06190;1237,0;1442
S08316;1237,0;1443
S90683;1237,0;1444
S06195;1237,0;1445
S10305;1235,0;1446
51690;1233,23;1447
S16348;1233,0;1448
16307;1233,0;1449
10818;1232,0;1450
S09310;1231,0;1451
09202;1230,0;1452
S06314;1229,0;1453
70684;1227,0;1454
17181;1225,0;1455
00602;1224,0;1456
29752;1223,0;1457
S00799;1222,0;1458
25810;1221,0;1459
S08349;1220,0;1460
17475;1220,0;1461
15184;1219,0;1462
ST22835;1219,0;1463
S60745;1218,0;1464
12176;1216,0;1465
S08342;1215,0;1466
47460;1215,0;1467
80922;1215,0;1468
57460;1214,0;1469
S05122;1213,0;1470
92855;1212,0;1471
90669;1212,0;1472
00861;1210,0;1473
S11570;1210,0;1474
60683;1210,0;1475
S08321;1209,0;1476
12181;1209,0;1477
S10664;1209,0;1478
80905;1208,0;1479
90452;1208,0;1480
70821;1207,0;1481
00647;1206,0;1482
DE68925A;1205,0;1483
S40837;1205,0;1484
S55833;1203,0;1485
90780;1201,849;1486
80801;1201,0;1487
S42853;1200,0;1488
13181;1200,0;1489
20203;1200,0;1490
S10836A;1200,0;1491
S09330A;1199,0;1492
15318;1198,0;1493
60681;1198,0;1494
83840;1197,0;1495
S80608;1197,0;1496
50630;1195,0;1497
92812;1195,0;1498
S15303;1193,0;1499
70631;1192,0;1500
S05331;1190,0;1501
40812;1190,0;1502
80800;1190,0;1503
70682;1189,477;1504
62833;1189,0;1505
20884;1187,0;1506
S62670;1186,0;1507
90952;1185,0;1508
90685;1185,0;1509
S12178;1185,0;1510
S05140;1183,0;1511
S08182;1183,0;1512
S05196;1183,0;1513
S60903;1182,0;1514
10905;1182,0;1515
80802;1181,0;1516
S08360;1180,0;1517
72690;1179,0;1518
S06318;1179,0;1519
57478;1178,0;1520
S97479;1176,0;1521
S21549;1176,0;1522
06798;1176,0;1523
40907;1175,0;1524
52809;1175,0;1525
50852;1174,023;1526
S92860;1174,0;1527
80966;1174,0;1528
S80614;1173,0;1529
S05185;1171,0;1530
S80831;1168,0;1531
S70905;1165,0;1532
02857;1164,0;1533
10991;1161,0;1534
S70936;1161,0;1535
17194;1159,0;1536
S18319;1158,0;1537
S08301;1157,0;1538
10955;1157,0;1539
S80570;1157,0;1540
12818;1156,0;1541
S60858;1155,0;1542
94460;1154,0;1543
S45871A;1152,0;1544
S20857;1151,0;1545
16313;1150,498;1546
82835;1150,0;1547
91917;1150,0;1548
74606;1149,0;1549
90859;1148,296;1550
90706;1148,0;1551
90796;1145,0;1552
S01335;1143,0;1553
S11545A;1143,0;1554
00863;1142,0;1555
77451;1141,0;1556
50812;1140,328;1557
20310;1140,0;1558
S05139;1140,0;1559
17334;1139,0;1560
60816;1139,0;1561
63496;1138,018;1562
50675;1138,0;1563
S11552;1137,424;1564
72840;1137,0;1565
62830;1136,0;1566
S82633;1135,0;1567
S06177;1135,0;1568
73645;1135,0;1569
42861;1134,0;1570
15182;1134,0;1571
S42860;1131,0;1572
S92830;1130,0;1573
S30693;1128,0;1574
17330;1128,0;1575
90827;1126,0;1576
13303;1126,0;1577
S00675A;1126,0;1578
S71454;1126,0;1579
10990;1125,205;1580
S90688;1125,0;1581
12177;1125,0;1582
S06182;1125,0;1583
S41549;1124,953;1584
S82491A;1124,0;1585
00616;1124,0;1586
10953;1122,0;1587
81919;1122,0;1588
70902;1122,0;1589
S12815;1122,0;1590
S92854;1121,0;1591
S06308;1120,0;1592
18343;1119,096;1593
S50736;1119,0;1594
20322;1119,0;1595
20858;1119,0;1596
60947;1117,197;1597
90815;1115,0;1598
70839;1113,783;1599
S06313;1111,0;1600
40855;1111,0;1601
95871;1110,0;1602
17342;1108,0;1603
90816;1107,0;1604
S71915;1107,0;1605
50950;1106,191;1606
S05317;1105,0;1607
57451;1105,0;1608
51470;1103,0;1609
S60845;1102,0;1610
60818;1102,0;1611
51780;1102,0;1612
45002;1098,0;1613
00955;1097,0;1614
S50454;1096,325;1615
90950;1096,0;1616
10790;1094,0;1617
90461;1094,0;1618
37475;1094,0;1619
00870;1092,0;1620
S00649;1090,0;1621
S70965;1089,132;1622
S70693;1089,0;1623
S80793A;1089,0;1624
02184;1089,0;1625
67454;1087,0;1626
30852;1087,0;1627
07550;1085,172;1628
20214;1085,0;1629
S50683;1084,0;1630
30842;1082,0;1631
S04332;1081,0;1632
37484;1080,0;1633
88926;1080,0;1634
97476;1080,0;1635
15330;1079,0;1636
S70834A;1079,0;1637
S60773;1078,0;1638
S04311;1078,0;1639
S08300;1077,0;1640
01951;1077,0;1641
12654;1077,0;1642
60812;1077,0;1643
00837;1076,0;1644
20820;1076,0;1645
S12186;1076,0;1646
78926;1075,0;1647
70790;1075,0;1648
S62850;1074,0;1649
37450;1072,0;1650
05831;1072,0;1651
S11551;1071,0;1652
S90668A;1071,0;1653
14185;1071,0;1654
72694;1071,0;1655
23595;1070,013;1656
S09183;1070,0;1657
15400;1069,0;1658
80842;1069,0;1659
17338;1069,0;1660
11186;1068,0;1661
60862;1068,0;1662
60682;1067,0;1663
22650;1065,0;1664
S09189;1065,0;1665
S22694;1064,913;1666
90834;1064,0;1667
70683;1064,0;1668
70909;1064,0;1669
37966;1063,0;1670
74605;1062,0;1671
S90823A;1062,0;1672
10604;1062,0;1673
S03555;1062,0;1674
77461;1061,0;1675
40790;1060,0;1676
S53586;1060,0;1677
S52490;1059,0;1678
S12302;1057,0;1679
15302;1056,0;1680
42494;1056,0;1681
21317;1056,0;1682
93900;1054,0;1683
42490;1054,0;1684
S00952A;1054,0;1685
S20582;1053,0;1686
S81917;1053,0;1687
S13182;1053,0;1688
S20943;1052,0;1689
30812;1051,0;1690
S22810;1051,0;1691
S40838;1051,0;1692
90883;1049,411;1693
S70949;1049,168;1694
S08354;1048,0;1695
60948;1048,0;1696
S06192;1045,0;1697
62673;1045,0;1698
40950;1044,725;1699
S83587;1044,0;1700
S13300;1043,0;1701
62839;1042,0;1702
60844;1042,0;1703
S12317;1041,0;1704
18183;1041,0;1705
S06328;1041,0;1706
17476;1040,0;1707
90454;1040,0;1708
S90886;1039,0;1709
S80606;1039,0;1710
S12311;1038,0;1711
45003;1038,0;1712
60959;1038,0;1713
83555;1037,0;1714
S80956;1036,104;1715
17335;1036,0;1716
60677;1035,0;1717
S09301;1035,0;1718
S10891;1032,425;1719
S09207;1032,224;1720
S09176;1030,0;1721
40936;1030,0;1722
63465;1029,0;1723
60603;1029,0;1724
S80604;1028,0;1725
S03213;1026,0;1726
17403;1025,99;1727
70694;1024,362;1728
12303;1024,0;1729
S15313;1024,0;1730
57480;1023,0;1731
10823;1023,0;1732
S60955;1023,0;1733
10954;1023,0;1734
31918;1022,0;1735
S05328;1021,0;1736
17349;1020,0;1737
00824;1020,0;1738
14183;1020,0;1739
S30675;1020,0;1740
72460;1019,0;1741
62832;1019,0;1742
S04325;1018,0;1743
77453;1018,0;1744
60664;1018,0;1745
21810;1016,0;1746
02853;1015,0;1747
S09306;1014,356;1748
10845;1014,0;1749
30883;1013,0;1750
20794;1013,0;1751
S32492;1013,0;1752
40857;1013,0;1753
S40804;1012,0;1754
21670;1012,0;1755
20793;1011,0;1756
90826;1011,0;1757
86771;1011,0;1758
20902;1008,0;1759
20900;1008,0;1760
S00934;1007,165;1761
S22491A;1007,0;1762
90664;1007,0;1763
00860;1005,0;1764
15191;1005,0;1765
S09324;1004,0;1766
50837;1004,0;1767
60815;1003,0;1768
40660;1002,0;1769
62650;1002,0;1770
15187;1001,0;1771
50680;1001,0;1772
18180;1000,0;1773
91800;999,14;1774
S21550;999,0;1775
40856;999,0;1776
21309;998,0;1777
S05142;998,0;1778
42674;998,0;1779
S52839;997,433;1780
S92851;996,0;1781
41700;995,101;1782
10980;994,0;1783
S05833;994,0;1784
12175;991,0;1785
S03333;991,0;1786
97478;990,0;1787
82837;990,0;1788
92830;988,0;1789
07043;988,0;1790
S03556;988,0;1791
S97484;988,0;1792
51670;988,0;1793
S03390;987,0;1794
S40961;987,0;1795
20325;985,0;1796
70798;983,176;1797
00600;983,0;1798
S42834;983,0;1799
S11450B;982,197;1800
00633;981,0;1801
18420;980,498;1802
S05129;979,0;1803
00869;978,0;1804
68930;977,0;1805
10901;976,0;1806
00941;976,0;1807
20903;975,0;1808
S05306;974,0;1809
17482;973,0;1810
40861;973,0;1811
S12551;972,0;1812
S01552;972,0;1813
10855;972,0;1814
60663;971,0;1815
59800;970,0;1816
40690;969,0;1817
60675;969,0;1818
19201;968,0;1819
00818;968,0;1820
S05327;968,0;1821
48926;965,0;1822
50604;964,0;1823
11919;963,2;1824
14188;963,0;1825
00648;961,0;1826
10182;961,0;1827
60687;960,0;1828
S42831;958,0;1829
70742;958,0;1830
S41940;958,0;1831
18323;956,0;1832
S31450;955,0;1833
17302;955,0;1834
S06197;955,0;1835
S00739;954,0;1836
21315;953,0;1837
78927;953,0;1838
15176;951,0;1839
S52837;950,0;1840
S11571;949,0;1841
S70932;948,011;1842
14201;948,0;1843
S06321;947,0;1844
09178;945,0;1845
S07177;945,0;1846
S12671;945,0;1847
93675;945,0;1848
77477;945,0;1849
S06309;945,0;1850
S06305;945,0;1851
S11533;945,0;1852
S42854;945,0;1853
S42851A;944,0;1854
80805;943,0;1855
20690;943,0;1856
S06307;942,0;1857
83850;941,088;1858
S60892;941,0;1859
S13309;940,0;1860
72670;940,0;1861
S82492;939,967;1862
00862;937,0;1863
85610;936,0;1864
DE88925;935,0;1865
82672;935,0;1866
S91932;934,626;1867
30813;934,0;1868
10930;934,0;1869
11916;933,0;1870
S00990;932,0;1871
S04324;932,0;1872
S21570;932,0;1873
07580;930,0;1874
S58552;929,0;1875
10794;928,0;1876
92810;928,0;1877
03647;928,0;1878
60695;928,0;1879
90691;927,0;1880
90479;926,145;1881
64810;926,0;1882
18316;925,0;1883
20300;924,0;1884
15178;924,0;1885
S04176;923,0;1886
37453;923,0;1887
S22693;922,0;1888
03851;922,0;1889
S80941A;922,0;1890
18416;921,42;1891
S60791;921,0;1892
00957;921,0;1893
90840;921,0;1894
60662;919,0;1895
42862;918,0;1896
98860;918,0;1897
S05303;918,0;1898
S50833;918,0;1899
20318;918,0;1900
10857;917,0;1901
S37476;916,0;1902
14376;914,0;1903
S61811;912,0;1904
S05194;908,326;1905
50883;908,27;1906
S09186;908,0;1907
S03387;908,0;1908
60600;907,0;1909
18304;906,0;1910
S21921;905,44;1911
S41929;903,0;1912
20952;903,0;1913
21320;901,917;1914
00677;900,0;1915
S05173;900,0;1916
50814;899,0;1917
S90888;898,0;1918
14177;898,0;1919
00680;896,0;1920
70900;896,0;1921
DE31686;895,0;1922
90829;895,0;1923
00736;894,0;1924
90684;894,0;1925
97455;893,0;1926
S20855;893,0;1927
S60743;891,0;1928
10957;890,0;1929
S05330;889,0;1930
17180;889,0;1931
14180;889,0;1932
S77651A;888,0;1933
S00336;888,0;1934
11740;887,0;1935
S60769;886,0;1936
S05323;885,536;1937
00634;885,0;1938
S50684;885,0;1939
17188;884,0;1940
90862;884,0;1941
S08306;883,252;1942
17487;883,0;1943
S08324;883,0;1944
S63652;882,0;1945
70823;882,0;1946
60694;882,0;1947
90460;882,0;1948
40864;882,0;1949
S11531;882,0;1950
S97482;882,0;1951
62671;881,0;1952
X0410;881,0;1953
S30796;880,0;1954
S05319;880,0;1955
17341;878,0;1956
S60843A;878,0;1957
S06327;878,0;1958
18329;877,0;1959
S05177;877,0;1960
S61919;875,0;1961
18189;875,0;1962
70797;875,0;1963
70910;874,0;1964
S30834;873,0;1965
20315;873,0;1966
64590;873,0;1967
S10570A;873,0;1968
00812;873,0;1969
S60954;870,791;1970
ST92861;870,0;1971
S05118;870,0;1972
S40903;869,0;1973
10321;869,0;1974
02856;869,0;1975
S50735;869,0;1976
S50869;867,0;1977
S52530;867,0;1978
S51918;864,0;1979
40840;864,0;1980
S90747B;863,0;1981
S41555;862,67;1982
90887;862,0;1983
S05309;862,0;1984
S20675;861,0;1985
92671;861,0;1986
30912;860,1;1987
42531;859,0;1988
10781;859,0;1989
S40854;858,0;1990
S80791A;858,0;1991
27458;858,0;1992
00841;856,0;1993
1055537;855,0;1994
S16319;855,0;1995
10952;855,0;1996
1055641;855,0;1997
S98221;854,0;1998
18332;853,0;1999
40830;853,0;2000
73646;853,0;2001
67650;852,0;2002
S10600A;852,0;2003
S70930;852,0;2004
S30807;852,0;2005
S80680;851,0;2006
10816;850,0;2007
09038;850,0;2008
S0329;849,0;2009
S08333;848,0;2010
09200;848,0;2011
60696;846,0;2012
S40906;846,0;2013
17189;846,0;2014
S08356;845,0;2015
01801;844,0;2016
S37458;843,0;2017
10824;843,0;2018
37452;842,0;2019
15180;842,0;2020
S61925;841,0;2021
17304;840,0;2022
S42815;840,0;2023
S70854A;839,0;2024
S22470;838,282;2025
11182;838,0;2026
S52818;838,0;2027
S61004;837,0;2028
70804;837,0;2029
S03344;837,0;2030
50910;837,0;2031
S00956;835,0;2032
93870;833,0;2033
70907;832,0;2034
S70931;832,0;2035
80857;831,0;2036
68932;829,0;2037
60602;829,0;2038
70630;828,0;2039
S70605A;828,0;2040
S50831;827,0;2041
S70737;827,0;2042
97450;826,0;2043
00929;826,0;2044
S70736A;825,0;2045
10306;825,0;2046
S08315;824,327;2047
S17340;823,292;2048
S41927;823,0;2049
92813;822,0;2050
S91891;821,832;2051
S00936;821,673;2052
20330;821,0;2053
S70803A;820,0;2054
30882;820,0;2055
90677;820,0;2056
S91810;819,0;2057
S22812;819,0;2058
S08700;817,0;2059
00842;816,0;2060
S80949;815,0;2061
90843;815,0;2062
S10300;813,0;2063
S10828;812,0;2064
X0260;812,0;2065
S01415;812,0;2066
S50451;812,0;2067
00603;812,0;2068
90480;812,0;2069
S10950A;811,14;2070
S03226;811,0;2071
S40904;811,0;2072
14377;811,0;2073
S10890;810,0;2074
S80609;809,0;2075
13308;809,0;2076
S12180;809,0;2077
50822;808,0;2078
S10178;808,0;2079
S05334;807,0;2080
ST42835;807,0;2081
S05138;806,0;2082
S12492;806,0;2083
S05171;806,0;2084
80910;803,0;2085
18198;803,0;2086
90856;802,0;2087
S00963;802,0;2088
12187;801,0;2089
S06186;801,0;2090
S72562;801,0;2091
87481;800,0;2092
31917;799,198;2093
S35970;798,0;2094
17477;798,0;2095
15335;797,0;2096
S44852;797,0;2097
S05318;797,0;2098
S40841;795,0;2099
51005;795,0;2100
S01551;795,0;2101
S00864;793,0;2102
S06196A;793,0;2103
00791;793,0;2104
73843;792,0;2105
08928;791,0;2106
S92855;791,0;2107
80887;791,0;2108
11915;790,183;2109
S08177;790,0;2110
90889;790,0;2111
20176;790,0;2112
40893;789,0;2113
05832;788,791;2114
S90795A;787,0;2115
S90858;787,0;2116
15186;787,0;2117
18327;786,0;2118
20833;786,0;2119
S60832;785,0;2120
S90880A;785,0;2121
71951;784,524;2122
83557;784,0;2123
02812;783,0;2124
S30793;783,0;2125
70795;782,264;2126
92820;782,0;2127
S40843;782,0;2128
S96858;781,0;2129
S51002;781,0;2130
14178;780,0;2131
X0251;780,0;2132
02852;779,0;2133
S12415;779,0;2134
S40770;779,0;2135
S20682;778,0;2136
S50685;777,0;2137
S97221;776,0;2138
30696;776,0;2139
S40829;776,0;2140
52670;775,0;2141
S50854;775,0;2142
S70947;775,0;2143
S20678;773,0;2144
86630;773,0;2145
80832;772,0;2146
S57465;772,0;2147
17458;772,0;2148
S90687;770,0;2149
70679;770,0;2150
S04304;770,0;2151
S10190;769,0;2152
S20941;769,0;2153
S40905;768,0;2154
S30680;768,0;2155
90457;768,0;2156
S60613;766,0;2157
75870;765,0;2158
60853;765,0;2159
DE05375;765,0;2160
37462;763,0;2161
20816;763,0;2162
X0239;763,0;2163
60688;763,0;2164
S06300;761,0;2165
S40869;761,0;2166
00954;760,0;2167
18320;760,0;2168
90463;760,0;2169
S03234;760,0;2170
S40791;758,0;2171
90678;758,0;2172
S06312;758,0;2173
S30833;756,17;2174
S22670;756,0;2175
S04333;756,0;2176
82674;756,0;2177
90781;756,0;2178
S22811;756,0;2179
20887;755,0;2180
S82634;755,0;2181
90882;754,0;2182
15181;754,0;2183
S20942;754,0;2184
S52491;754,0;2185
47462;754,0;2186
S50868;754,0;2187
17326;753,0;2188
20319;751,0;2189
53890;751,0;2190
10842;751,0;2191
S00843A;750,121;2192
S00690;749,0;2193
07046;748,0;2194
97482;748,0;2195
90467;748,0;2196
30880;747,0;2197
20886;745,0;2198
85834;745,0;2199
51915;745,0;2200
S01918;745,0;2201
S80676;744,0;2202
S00811;743,0;2203
93645;742,323;2204
S00797;742,0;2205
32810;741,218;2206
62816;741,0;2207
14461;741,0;2208
52814;740,0;2209
12184;740,0;2210
40901;739,0;2211
50600;738,0;2212
15179;738,0;2213
00886;738,0;2214
20821;738,0;2215
S11180;738,0;2216
92530;737,0;2217
S51450;736,0;2218
02854;734,0;2219
01780;734,0;2220
S03301;732,0;2221
98928;732,0;2222
S11455;732,0;2223
20405;732,0;2224
50816;732,0;2225
10185;732,0;2226
S32815A;730,0;2227
02858;730,0;2228
00572;730,0;2229
42814;730,0;2230
50901;729,0;2231
10834;729,0;2232
20324;728,0;2233
S75834;727,0;2234
00790;727,0;2235
S08193;727,0;2236
S40848;727,0;2237
73850;725,0;2238
S52831A;724,0;2239
01916;723,0;2240
S70634;723,0;2241
20321;722,0;2242
20826;721,0;2243
S08343;721,0;2244
S30673;721,0;2245
S12653;721,0;2246
S09332;721,0;2247
S03180;721,0;2248
82834;721,0;2249
10956;720,0;2250
S70827A;720,0;2251
S37483;720,0;2252
S03388;719,0;2253
18175;719,0;2254
40892;718,578;2255
14184;718,0;2256
64811;718,0;2257
S91934;717,073;2258
87475;717,0;2259
09177;717,0;2260
S27452;715,0;2261
16312;715,0;2262
S01566;714,044;2263
33545;713,0;2264
16178;713,0;2265
18176;713,0;2266
60606;713,0;2267
S32812;713,0;2268
S41914;713,0;2269
S03222;712,0;2270
17184;712,0;2271
03557;712,0;2272
09204;711,0;2273
90828;711,0;2274
93721;711,0;2275
00654;710,0;2276
77458;710,0;2277
S00958;709,0;2278
S05324;709,0;2279
S01550;709,0;2280
S31454;708,0;2281
S04312;707,0;2282
S03342;707,0;2283
93902;707,0;2284
74607;707,0;2285
90819;707,0;2286
S72571;706,936;2287
42571;706,357;2288
70799;706,144;2289
50463;706,0;2290
20311;705,0;2291
S80678A;704,0;2292
S03376;704,0;2293
50890;703,476;2294
03900;703,0;2295
S90804A;703,0;2296
S83573;702,0;2297
50836;701,0;2298
S90675A;701,0;2299
S05332;700,0;2300
90837;700,0;2301
02656;699,069;2302
S90875A;698,0;2303
67484;697,0;2304
00176;697,0;2305
00631;696,0;2306
70908;695,0;2307
S12183;695,0;2308
S37477;693,0;2309
S77477;693,0;2310
S71452;693,0;2311
90967;693,0;2312
S87476;693,0;2313
40696;693,0;2314
90902;692,0;2315
DE38925;692,0;2316
42672;692,0;2317
14186;692,0;2318
93901;692,0;2319
80827;691,0;2320
S60792;691,0;2321
50631;690,0;2322
S63585;690,0;2323
S81763;690,0;2324
S11184;689,0;2325
05833;689,0;2326
20215;689,0;2327
S60607;688,01;2328
S04184;688,0;2329
09205;688,0;2330
15175;688,0;2331
14175;687,0;2332
21800;686,129;2333
S12652;686,0;2334
22821;686,0;2335
S21545;683,0;2336
67455;683,0;2337
S44857;683,0;2338
S12850;683,0;2339
S51452;682,0;2340
21451;682,0;2341
32816;681,707;2342
33552;681,0;2343
S83586;679,0;2344
S03240;679,0;2345
S10184;679,0;2346
94812;678,0;2347
47451;678,0;2348
S10602;678,0;2349
S06191;678,0;2350
S03255;677,0;2351
S10571A;677,0;2352
DE98929;677,0;2353
21930;677,0;2354
13971;677,0;2355
21319;676,0;2356
20825;676,0;2357
S40805;676,0;2358
22210;676,0;2359
S43864;675,0;2360
00178;675,0;2361
70817;675,0;2362
81915;675,0;2363
51781;675,0;2364
70685;674,0;2365
S30671;673,0;2366
20213;669,0;2367
30689;669,0;2368
18325;668,709;2369
S05304;668,0;2370
DE68927;668,0;2371
S53970;666,0;2372
S71926;666,0;2373
40695;664,0;2374
S20681;664,0;2375
S03191;664,0;2376
S52831;664,0;2377
S20591A;663,0;2378
26506;662,0;2379
S18314;662,0;2380
20307;661,0;2381
18178;661,0;2382
S06179;660,0;2383
98927;660,0;2384
S70780;660,0;2385
65830;659,915;2386
S52817;659,0;2387
S40846;659,0;2388
S10695;659,0;2389
70695;657,0;2390
60860;656,236;2391
15188;656,0;2392
20301;656,0;2393
S94552;656,0;2394
S40853;655,0;2395
19180;653,0;2396
80856;653,0;2397
90878;652,0;2398
42570;652,0;2399
70745;652,0;2400
S50466;652,0;2401
53892;651,0;2402
13970;650,0;2403
S80858;649,175;2404
12655;648,0;2405
S08325;647,0;2406
S30674;646,844;2407
S05112;646,0;2408
19378;646,0;2409
17185;646,0;2410
90838;646,0;2411
S80611;645,019;2412
40921;645,0;2413
S50841;644,0;2414
17454;644,0;2415
26500;644,0;2416
S70942;643,0;2417
17339;642,0;2418
S03386;640,0;2419
82852;640,0;2420
S00617;640,0;2421
15304;639,0;2422
S92556;639,0;2423
18345;639,0;2424
S40637;637,0;2425
60691;637,0;2426
S40959;637,0;2427
90893;635,196;2428
S06316;634,654;2429
18322;634,0;2430
90892;634,0;2431
S00921;633,0;2432
S04198;633,0;2433
S30920;632,0;2434
S08185;632,0;2435
S51456;631,225;2436
S00738;631,0;2437
S70800A;631,0;2438
04314;630,0;2439
S17451;630,0;2440
01570;630,0;2441
67764;629,0;2442
S43633;628,0;2443
S60651;628,0;2444
70792;628,0;2445
60689;628,0;2446
70600;627,0;2447
10838;627,0;2448
50496;626,0;2449
S70813;626,0;2450
60699;626,0;2451
S22692;625,0;2452
S70673;624,0;2453
80810;624,0;2454
S07176;622,0;2455
S04310;622,0;2456
17301;621,0;2457
70746;620,176;2458
10840;620,134;2459
S50608;620,0;2460
S30910;620,0;2461
S20826;620,0;2462
S40907;620,0;2463
14187;620,0;2464
S62780;619,0;2465
30831;619,0;2466
S32838;619,0;2467
S11465;619,0;2468
S72835;619,0;2469
S80683;619,0;2470
S82832;618,0;2471
S08179;617,0;2472
S08180;616,0;2473
03646;616,0;2474
61465;615,493;2475
17651;615,0;2476
S40828;615,0;2477
11611;613,0;2478
23890;613,0;2479
11881;613,0;2480
23891;613,0;2481
17461;613,0;2482
S77652A;612,095;2483
14375;612,0;2484
73844;612,0;2485
70858;612,0;2486
20313;610,0;2487
S17190;610,0;2488
00866;609,0;2489
40862;607,0;2490
S51455;607,0;2491
S81918;607,0;2492
S33850;607,0;2493
68928;606,0;2494
S03328;606,0;2495
S05104;606,0;2496
S80902;605,0;2497
16318;605,0;2498
S80602A;604,0;2499
80880;604,0;2500
S26673;604,0;2501
S03218;603,0;2502
07484;603,0;2503
S40868;602,029;2504
30838;601,0;2505
89850;600,0;2506
S70602A;600,0;2507
S11451B;600,0;2508
S70937;600,0;2509
73902;599,0;2510
S41611;599,0;2511
73903;599,0;2512
30814;598,0;2513
92821;598,0;2514
42670;598,0;2515
07966;597,0;2516
01571;596,0;2517
82836;595,0;2518
13304;594,0;2519
90451;594,0;2520
18186;592,0;2521
00177;590,0;2522
10826;590,0;2523
15323;590,0;2524
80804;589,578;2525
28925;589,0;2526
76805;589,0;2527
S57475;589,0;2528
S70943;588,0;2529
33555;588,0;2530
02672;588,0;2531
S60693;588,0;2532
S52838;587,0;2533
S21830;587,0;2534
73840;586,446;2535
70830;586,296;2536
12182;586,0;2537
DE18928;586,0;2538
12801;585,0;2539
S82811;585,0;2540
00610;585,0;2541
17462;585,0;2542
S52832;584,0;2543
83558;583,0;2544
20932;583,0;2545
18400;583,0;2546
52690;583,0;2547
S40572;582,0;2548
S11550;582,0;2549
S90600A;581,112;2550
S90601;581,0;2551
13180;580,247;2552
30800;580,0;2553
S60859;580,0;2554
S40902;580,0;2555
S05174;580,0;2556
S05127;580,0;2557
03560;580,0;2558
S41928;579,0;2559
S12300;579,0;2560
S13301;579,0;2561
90814;579,0;2562
S20698;578,0;2563
60665;578,0;2564
DE08925;577,0;2565
S22814;577,0;2566
32817;576,0;2567
S90808A;576,0;2568
S01310;575,0;2569
S10175;575,0;2570
50677;574,236;2571
DL08931;574,0;2572
S03311;574,0;2573
S05172;573,0;2574
DE68926;573,0;2575
S75832;572,228;2576
33540;572,0;2577
S05329;572,0;2578
30694;571,0;2579
S40635;570,0;2580
03585;570,0;2581
47479;568,0;2582
S48928;568,0;2583
S21569;568,0;2584
S82910;567,0;2585
00890;567,0;2586
S63647;567,0;2587
22830;567,0;2588
S02811;567,0;2589
ST86926;567,0;2590
S90749;567,0;2591
S12812;567,0;2592
