date_id;date;year;month;month_name;quarter
20200221;2020-02-21;2020;2;February;1
20200308;2020-03-08;2020;3;March;1
20200307;2020-03-07;2020;3;March;1
20200306;2020-03-06;2020;3;March;1
20200220;2020-02-20;2020;2;February;1
20200305;2020-03-05;2020;3;March;1
20200203;2020-02-03;2020;2;February;1
20200217;2020-02-17;2020;2;February;1
20200216;2020-02-16;2020;2;February;1
20200215;2020-02-15;2020;2;February;1
20200214;2020-02-14;2020;2;February;1
20200202;2020-02-02;2020;2;February;1
20200201;2020-02-01;2020;2;February;1
20200131;2020-01-31;2020;1;January;1
20200130;2020-01-30;2020;1;January;1
20200213;2020-02-13;2020;2;February;1
20200212;2020-02-12;2020;2;February;1
20200129;2020-01-29;2020;1;January;1
20200211;2020-02-11;2020;2;February;1
20200128;2020-01-28;2020;1;January;1
20200127;2020-01-27;2020;1;January;1
20200210;2020-02-10;2020;2;February;1
20200209;2020-02-09;2020;2;February;1
20200208;2020-02-08;2020;2;February;1
20200126;2020-01-26;2020;1;January;1
20200125;2020-01-25;2020;1;January;1
20200124;2020-01-24;2020;1;January;1
20200207;2020-02-07;2020;2;February;1
20200123;2020-01-23;2020;1;January;1
20200206;2020-02-06;2020;2;February;1
20200122;2020-01-22;2020;1;January;1
20200205;2020-02-05;2020;2;February;1
20200121;2020-01-21;2020;1;January;1
20200204;2020-02-04;2020;2;February;1
20200120;2020-01-20;2020;1;January;1
20200119;2020-01-19;2020;1;January;1
20200118;2020-01-18;2020;1;January;1
20200117;2020-01-17;2020;1;January;1
20191217;2019-12-17;2019;12;December;4
20191216;2019-12-16;2019;12;December;4
20200106;2020-01-06;2020;1;January;1
20200105;2020-01-05;2020;1;January;1
20200104;2020-01-04;2020;1;January;1
20200103;2020-01-03;2020;1;January;1
20191215;2019-12-15;2019;12;December;4
20191214;2019-12-14;2019;12;December;4
20191213;2019-12-13;2019;12;December;4
20200102;2020-01-02;2020;1;January;1
20200116;2020-01-16;2020;1;January;1
20200115;2020-01-15;2020;1;January;1
20200101;2020-01-01;2020;1;January;1
20191231;2019-12-31;2019;12;December;4
20191230;2019-12-30;2019;12;December;4
20200114;2020-01-14;2020;1;January;1
20191229;2019-12-29;2019;12;December;4
20191228;2019-12-28;2019;12;December;4
20191227;2019-12-27;2019;12;December;4
20200113;2020-01-13;2020;1;January;1
20191226;2019-12-26;2019;12;December;4
20191225;2019-12-25;2019;12;December;4
20191224;2019-12-24;2019;12;December;4
20200112;2020-01-12;2020;1;January;1
20200111;2020-01-11;2020;1;January;1
20200110;2020-01-10;2020;1;January;1
20191223;2019-12-23;2019;12;December;4
20200109;2020-01-09;2020;1;January;1
20191222;2019-12-22;2019;12;December;4
20191221;2019-12-21;2019;12;December;4
20191220;2019-12-20;2019;12;December;4
20191219;2019-12-19;2019;12;December;4
20200108;2020-01-08;2020;1;January;1
20200107;2020-01-07;2020;1;January;1
20191218;2019-12-18;2019;12;December;4
20191126;2019-11-26;2019;11;November;4
20191125;2019-11-25;2019;11;November;4
20191212;2019-12-12;2019;12;December;4
20191124;2019-11-24;2019;11;November;4
20191123;2019-11-23;2019;11;November;4
20191122;2019-11-22;2019;11;November;4
20191211;2019-12-11;2019;12;December;4
20191210;2019-12-10;2019;12;December;4
20191121;2019-11-21;2019;11;November;4
20191120;2019-11-20;2019;11;November;4
20191209;2019-12-09;2019;12;December;4
20191208;2019-12-08;2019;12;December;4
20191207;2019-12-07;2019;12;December;4
20191206;2019-12-06;2019;12;December;4
20191119;2019-11-19;2019;11;November;4
20191113;2019-11-13;2019;11;November;4
20191112;2019-11-12;2019;11;November;4
20191205;2019-12-05;2019;12;December;4
20191118;2019-11-18;2019;11;November;4
20191204;2019-12-04;2019;12;December;4
20191203;2019-12-03;2019;12;December;4
20191117;2019-11-17;2019;11;November;4
20191116;2019-11-16;2019;11;November;4
20191115;2019-11-15;2019;11;November;4
20191202;2019-12-02;2019;12;December;4
20191114;2019-11-14;2019;11;November;4
20191201;2019-12-01;2019;12;December;4
20191130;2019-11-30;2019;11;November;4
20191129;2019-11-29;2019;11;November;4
20191128;2019-11-28;2019;11;November;4
20191127;2019-11-27;2019;11;November;4
20191014;2019-10-14;2019;10;October;4
20191013;2019-10-13;2019;10;October;4
20191012;2019-10-12;2019;10;October;4
20191011;2019-10-11;2019;10;October;4
20191028;2019-10-28;2019;10;October;4
20191027;2019-10-27;2019;10;October;4
20191026;2019-10-26;2019;10;October;4
20191025;2019-10-25;2019;10;October;4
20191010;2019-10-10;2019;10;October;4
20191024;2019-10-24;2019;10;October;4
20191023;2019-10-23;2019;10;October;4
20191111;2019-11-11;2019;11;November;4
20191110;2019-11-10;2019;11;November;4
20191109;2019-11-09;2019;11;November;4
20191108;2019-11-08;2019;11;November;4
20191107;2019-11-07;2019;11;November;4
20191022;2019-10-22;2019;10;October;4
20191106;2019-11-06;2019;11;November;4
20191021;2019-10-21;2019;10;October;4
20191105;2019-11-05;2019;11;November;4
20191020;2019-10-20;2019;10;October;4
20191019;2019-10-19;2019;10;October;4
20191104;2019-11-04;2019;11;November;4
20191018;2019-10-18;2019;10;October;4
20191017;2019-10-17;2019;10;October;4
20191103;2019-11-03;2019;11;November;4
20191102;2019-11-02;2019;11;November;4
20191101;2019-11-01;2019;11;November;4
20191016;2019-10-16;2019;10;October;4
20191031;2019-10-31;2019;10;October;4
20191015;2019-10-15;2019;10;October;4
20191030;2019-10-30;2019;10;October;4
20191029;2019-10-29;2019;10;October;4
20190924;2019-09-24;2019;9;September;3
20190923;2019-09-23;2019;9;September;3
20191009;2019-10-09;2019;10;October;4
20191008;2019-10-08;2019;10;October;4
20190922;2019-09-22;2019;9;September;3
20190921;2019-09-21;2019;9;September;3
20190920;2019-09-20;2019;9;September;3
20191007;2019-10-07;2019;10;October;4
20190919;2019-09-19;2019;9;September;3
20190918;2019-09-18;2019;9;September;3
20191006;2019-10-06;2019;10;October;4
20191005;2019-10-05;2019;10;October;4
20191004;2019-10-04;2019;10;October;4
20191003;2019-10-03;2019;10;October;4
20190917;2019-09-17;2019;9;September;3
20191002;2019-10-02;2019;10;October;4
20190916;2019-09-16;2019;9;September;3
20191001;2019-10-01;2019;10;October;4
20190915;2019-09-15;2019;9;September;3
20190914;2019-09-14;2019;9;September;3
20190913;2019-09-13;2019;9;September;3
20190930;2019-09-30;2019;9;September;3
20190912;2019-09-12;2019;9;September;3
20190929;2019-09-29;2019;9;September;3
20190928;2019-09-28;2019;9;September;3
20190927;2019-09-27;2019;9;September;3
20190911;2019-09-11;2019;9;September;3
20190926;2019-09-26;2019;9;September;3
20190910;2019-09-10;2019;9;September;3
20190925;2019-09-25;2019;9;September;3
20190909;2019-09-09;2019;9;September;3
20190807;2019-08-07;2019;8;August;3
20190806;2019-08-06;2019;8;August;3
20190822;2019-08-22;2019;8;August;3
20190821;2019-08-21;2019;8;August;3
20190805;2019-08-05;2019;8;August;3
20190908;2019-09-08;2019;9;September;3
20190820;2019-08-20;2019;8;August;3
20190907;2019-09-07;2019;9;September;3
20190906;2019-09-06;2019;9;September;3
20190819;2019-08-19;2019;8;August;3
20190905;2019-09-05;2019;9;September;3
20190818;2019-08-18;2019;8;August;3
20190904;2019-09-04;2019;9;September;3
20190817;2019-08-17;2019;8;August;3
20190816;2019-08-16;2019;8;August;3
20190903;2019-09-03;2019;9;September;3
20190815;2019-08-15;2019;8;August;3
20190814;2019-08-14;2019;8;August;3
20190902;2019-09-02;2019;9;September;3
20190901;2019-09-01;2019;9;September;3
20190831;2019-08-31;2019;8;August;3
20190830;2019-08-30;2019;8;August;3
20190829;2019-08-29;2019;8;August;3
20190813;2019-08-13;2019;8;August;3
20190828;2019-08-28;2019;8;August;3
20190812;2019-08-12;2019;8;August;3
20190827;2019-08-27;2019;8;August;3
20190826;2019-08-26;2019;8;August;3
20190811;2019-08-11;2019;8;August;3
20190810;2019-08-10;2019;8;August;3
20190809;2019-08-09;2019;8;August;3
20190808;2019-08-08;2019;8;August;3
20190825;2019-08-25;2019;8;August;3
20190824;2019-08-24;2019;8;August;3
20190823;2019-08-23;2019;8;August;3
20190718;2019-07-18;2019;7;July;3
20190717;2019-07-17;2019;7;July;3
20190716;2019-07-16;2019;7;July;3
20190804;2019-08-04;2019;8;August;3
20190803;2019-08-03;2019;8;August;3
20190802;2019-08-02;2019;8;August;3
20190801;2019-08-01;2019;8;August;3
20190715;2019-07-15;2019;7;July;3
20190731;2019-07-31;2019;7;July;3
20190714;2019-07-14;2019;7;July;3
20190713;2019-07-13;2019;7;July;3
20190712;2019-07-12;2019;7;July;3
20190730;2019-07-30;2019;7;July;3
20190711;2019-07-11;2019;7;July;3
20190729;2019-07-29;2019;7;July;3
20190710;2019-07-10;2019;7;July;3
20190728;2019-07-28;2019;7;July;3
20190727;2019-07-27;2019;7;July;3
20190726;2019-07-26;2019;7;July;3
20190725;2019-07-25;2019;7;July;3
20190709;2019-07-09;2019;7;July;3
20190724;2019-07-24;2019;7;July;3
20190708;2019-07-08;2019;7;July;3
20190723;2019-07-23;2019;7;July;3
20190707;2019-07-07;2019;7;July;3
20190706;2019-07-06;2019;7;July;3
20190705;2019-07-05;2019;7;July;3
20190722;2019-07-22;2019;7;July;3
20190704;2019-07-04;2019;7;July;3
20190703;2019-07-03;2019;7;July;3
20190721;2019-07-21;2019;7;July;3
20190720;2019-07-20;2019;7;July;3
20190719;2019-07-19;2019;7;July;3
20190702;2019-07-02;2019;7;July;3
20190701;2019-07-01;2019;7;July;3
20190603;2019-06-03;2019;6;June;2
20190618;2019-06-18;2019;6;June;2
20190617;2019-06-17;2019;6;June;2
20190602;2019-06-02;2019;6;June;2
20190601;2019-06-01;2019;6;June;2
20190531;2019-05-31;2019;5;May;2
20190616;2019-06-16;2019;6;June;2
20190615;2019-06-15;2019;6;June;2
20190614;2019-06-14;2019;6;June;2
20190630;2019-06-30;2019;6;June;2
20190629;2019-06-29;2019;6;June;2
20190628;2019-06-28;2019;6;June;2
20190613;2019-06-13;2019;6;June;2
20190627;2019-06-27;2019;6;June;2
20190612;2019-06-12;2019;6;June;2
20190611;2019-06-11;2019;6;June;2
20190626;2019-06-26;2019;6;June;2
20190610;2019-06-10;2019;6;June;2
20190625;2019-06-25;2019;6;June;2
20190609;2019-06-09;2019;6;June;2
20190624;2019-06-24;2019;6;June;2
20190608;2019-06-08;2019;6;June;2
20190607;2019-06-07;2019;6;June;2
20190623;2019-06-23;2019;6;June;2
20190622;2019-06-22;2019;6;June;2
20190621;2019-06-21;2019;6;June;2
20190606;2019-06-06;2019;6;June;2
20190605;2019-06-05;2019;6;June;2
20190620;2019-06-20;2019;6;June;2
20190619;2019-06-19;2019;6;June;2
20190604;2019-06-04;2019;6;June;2
20190514;2019-05-14;2019;5;May;2
20190513;2019-05-13;2019;5;May;2
20190530;2019-05-30;2019;5;May;2
20190529;2019-05-29;2019;5;May;2
20190512;2019-05-12;2019;5;May;2
20190511;2019-05-11;2019;5;May;2
20190510;2019-05-10;2019;5;May;2
20190509;2019-05-09;2019;5;May;2
20190528;2019-05-28;2019;5;May;2
20190508;2019-05-08;2019;5;May;2
20190527;2019-05-27;2019;5;May;2
20190525;2019-05-25;2019;5;May;2
20190524;2019-05-24;2019;5;May;2
20190507;2019-05-07;2019;5;May;2
20190523;2019-05-23;2019;5;May;2
20190522;2019-05-22;2019;5;May;2
20190506;2019-05-06;2019;5;May;2
20190505;2019-05-05;2019;5;May;2
20190504;2019-05-04;2019;5;May;2
20190503;2019-05-03;2019;5;May;2
20190521;2019-05-21;2019;5;May;2
20190520;2019-05-20;2019;5;May;2
20190502;2019-05-02;2019;5;May;2
20190519;2019-05-19;2019;5;May;2
20190518;2019-05-18;2019;5;May;2
20190501;2019-05-01;2019;5;May;2
20190517;2019-05-17;2019;5;May;2
20190430;2019-04-30;2019;4;April;2
20190516;2019-05-16;2019;5;May;2
20190429;2019-04-29;2019;4;April;2
20190515;2019-05-15;2019;5;May;2
20190402;2019-04-02;2019;4;April;2
20190401;2019-04-01;2019;4;April;2
20190415;2019-04-15;2019;4;April;2
20190331;2019-03-31;2019;3;March;1
20190330;2019-03-30;2019;3;March;1
20190329;2019-03-29;2019;3;March;1
20190414;2019-04-14;2019;4;April;2
20190413;2019-04-13;2019;4;April;2
20190412;2019-04-12;2019;4;April;2
20190428;2019-04-28;2019;4;April;2
20190427;2019-04-27;2019;4;April;2
20190426;2019-04-26;2019;4;April;2
20190411;2019-04-11;2019;4;April;2
20190425;2019-04-25;2019;4;April;2
20190410;2019-04-10;2019;4;April;2
20190424;2019-04-24;2019;4;April;2
20190409;2019-04-09;2019;4;April;2
20190423;2019-04-23;2019;4;April;2
20190408;2019-04-08;2019;4;April;2
20190422;2019-04-22;2019;4;April;2
20190407;2019-04-07;2019;4;April;2
20190406;2019-04-06;2019;4;April;2
20190405;2019-04-05;2019;4;April;2
20190421;2019-04-21;2019;4;April;2
20190420;2019-04-20;2019;4;April;2
20190419;2019-04-19;2019;4;April;2
20190404;2019-04-04;2019;4;April;2
20190418;2019-04-18;2019;4;April;2
20190403;2019-04-03;2019;4;April;2
20190417;2019-04-17;2019;4;April;2
20190416;2019-04-16;2019;4;April;2
20190314;2019-03-14;2019;3;March;1
20190313;2019-03-13;2019;3;March;1
20190328;2019-03-28;2019;3;March;1
20190327;2019-03-27;2019;3;March;1
20190312;2019-03-12;2019;3;March;1
20190326;2019-03-26;2019;3;March;1
20190311;2019-03-11;2019;3;March;1
20190325;2019-03-25;2019;3;March;1
20190310;2019-03-10;2019;3;March;1
20190309;2019-03-09;2019;3;March;1
20190308;2019-03-08;2019;3;March;1
20190324;2019-03-24;2019;3;March;1
20190323;2019-03-23;2019;3;March;1
20190322;2019-03-22;2019;3;March;1
20190307;2019-03-07;2019;3;March;1
20190321;2019-03-21;2019;3;March;1
20190306;2019-03-06;2019;3;March;1
20190320;2019-03-20;2019;3;March;1
20190305;2019-03-05;2019;3;March;1
20190319;2019-03-19;2019;3;March;1
20190304;2019-03-04;2019;3;March;1
20190318;2019-03-18;2019;3;March;1
20190303;2019-03-03;2019;3;March;1
20190302;2019-03-02;2019;3;March;1
20190301;2019-03-01;2019;3;March;1
20190317;2019-03-17;2019;3;March;1
20190316;2019-03-16;2019;3;March;1
20190315;2019-03-15;2019;3;March;1
20190228;2019-02-28;2019;2;February;1
20190130;2019-01-30;2019;1;January;1
20190213;2019-02-13;2019;2;February;1
20190212;2019-02-12;2019;2;February;1
20190129;2019-01-29;2019;1;January;1
20190211;2019-02-11;2019;2;February;1
20190227;2019-02-27;2019;2;February;1
20190226;2019-02-26;2019;2;February;1
20190210;2019-02-10;2019;2;February;1
20190209;2019-02-09;2019;2;February;1
20190208;2019-02-08;2019;2;February;1
20190225;2019-02-25;2019;2;February;1
20190207;2019-02-07;2019;2;February;1
20190224;2019-02-24;2019;2;February;1
20190223;2019-02-23;2019;2;February;1
20190222;2019-02-22;2019;2;February;1
20190206;2019-02-06;2019;2;February;1
20190205;2019-02-05;2019;2;February;1
20190221;2019-02-21;2019;2;February;1
20190204;2019-02-04;2019;2;February;1
20190220;2019-02-20;2019;2;February;1
20190203;2019-02-03;2019;2;February;1
20190202;2019-02-02;2019;2;February;1
20190201;2019-02-01;2019;2;February;1
20190219;2019-02-19;2019;2;February;1
20190218;2019-02-18;2019;2;February;1
20190217;2019-02-17;2019;2;February;1
20190216;2019-02-16;2019;2;February;1
20190215;2019-02-15;2019;2;February;1
20190131;2019-01-31;2019;1;January;1
20190214;2019-02-14;2019;2;February;1
20190116;2019-01-16;2019;1;January;1
20190128;2019-01-28;2019;1;January;1
20190115;2019-01-15;2019;1;January;1
20190114;2019-01-14;2019;1;January;1
20190127;2019-01-27;2019;1;January;1
20190126;2019-01-26;2019;1;January;1
20190125;2019-01-25;2019;1;January;1
20190113;2019-01-13;2019;1;January;1
20190124;2019-01-24;2019;1;January;1
20190112;2019-01-12;2019;1;January;1
20190111;2019-01-11;2019;1;January;1
20190123;2019-01-23;2019;1;January;1
20190110;2019-01-10;2019;1;January;1
20190122;2019-01-22;2019;1;January;1
20190109;2019-01-09;2019;1;January;1
20190108;2019-01-08;2019;1;January;1
20190121;2019-01-21;2019;1;January;1
20190120;2019-01-20;2019;1;January;1
20190107;2019-01-07;2019;1;January;1
20190119;2019-01-19;2019;1;January;1
20190118;2019-01-18;2019;1;January;1
20190106;2019-01-06;2019;1;January;1
20190105;2019-01-05;2019;1;January;1
20190104;2019-01-04;2019;1;January;1
20190117;2019-01-17;2019;1;January;1
20190103;2019-01-03;2019;1;January;1
20181204;2018-12-04;2018;12;December;4
20181203;2018-12-03;2018;12;December;4
20181218;2018-12-18;2018;12;December;4
20181217;2018-12-17;2018;12;December;4
20181202;2018-12-02;2018;12;December;4
20181201;2018-12-01;2018;12;December;4
20181130;2018-11-30;2018;11;November;4
20181216;2018-12-16;2018;12;December;4
20181215;2018-12-15;2018;12;December;4
20181214;2018-12-14;2018;12;December;4
20190102;2019-01-02;2019;1;January;1
20181213;2018-12-13;2018;12;December;4
20181212;2018-12-12;2018;12;December;4
20190101;2019-01-01;2019;1;January;1
20181231;2018-12-31;2018;12;December;4
20181230;2018-12-30;2018;12;December;4
20181229;2018-12-29;2018;12;December;4
20181228;2018-12-28;2018;12;December;4
20181211;2018-12-11;2018;12;December;4
20181227;2018-12-27;2018;12;December;4
20181210;2018-12-10;2018;12;December;4
20181226;2018-12-26;2018;12;December;4
20181209;2018-12-09;2018;12;December;4
20181208;2018-12-08;2018;12;December;4
20181207;2018-12-07;2018;12;December;4
20181225;2018-12-25;2018;12;December;4
20181224;2018-12-24;2018;12;December;4
20181206;2018-12-06;2018;12;December;4
20181223;2018-12-23;2018;12;December;4
20181222;2018-12-22;2018;12;December;4
20181221;2018-12-21;2018;12;December;4
20181220;2018-12-20;2018;12;December;4
20181205;2018-12-05;2018;12;December;4
20181219;2018-12-19;2018;12;December;4
20181113;2018-11-13;2018;11;November;4
20181112;2018-11-12;2018;11;November;4
20181111;2018-11-11;2018;11;November;4
20181110;2018-11-10;2018;11;November;4
20181109;2018-11-09;2018;11;November;4
20181129;2018-11-29;2018;11;November;4
20181108;2018-11-08;2018;11;November;4
20181128;2018-11-28;2018;11;November;4
20181107;2018-11-07;2018;11;November;4
20181127;2018-11-27;2018;11;November;4
20181106;2018-11-06;2018;11;November;4
20181126;2018-11-26;2018;11;November;4
20181105;2018-11-05;2018;11;November;4
20181125;2018-11-25;2018;11;November;4
20181124;2018-11-24;2018;11;November;4
20181123;2018-11-23;2018;11;November;4
20181122;2018-11-22;2018;11;November;4
20181121;2018-11-21;2018;11;November;4
20181104;2018-11-04;2018;11;November;4
20181103;2018-11-03;2018;11;November;4
20181102;2018-11-02;2018;11;November;4
20181120;2018-11-20;2018;11;November;4
20181101;2018-11-01;2018;11;November;4
20181119;2018-11-19;2018;11;November;4
20181031;2018-10-31;2018;10;October;4
20181030;2018-10-30;2018;10;October;4
20181118;2018-11-18;2018;11;November;4
20181117;2018-11-17;2018;11;November;4
20181116;2018-11-16;2018;11;November;4
20181029;2018-10-29;2018;10;October;4
20181115;2018-11-15;2018;11;November;4
20181028;2018-10-28;2018;10;October;4
20181027;2018-10-27;2018;10;October;4
20181026;2018-10-26;2018;10;October;4
20181025;2018-10-25;2018;10;October;4
20181114;2018-11-14;2018;11;November;4
20180927;2018-09-27;2018;9;September;3
20180926;2018-09-26;2018;9;September;3
20181011;2018-10-11;2018;10;October;4
20181010;2018-10-10;2018;10;October;4
20181024;2018-10-24;2018;10;October;4
20181009;2018-10-09;2018;10;October;4
20181023;2018-10-23;2018;10;October;4
20181008;2018-10-08;2018;10;October;4
20181022;2018-10-22;2018;10;October;4
20181007;2018-10-07;2018;10;October;4
20181006;2018-10-06;2018;10;October;4
20181005;2018-10-05;2018;10;October;4
20181021;2018-10-21;2018;10;October;4
20181020;2018-10-20;2018;10;October;4
20181019;2018-10-19;2018;10;October;4
20181004;2018-10-04;2018;10;October;4
20181018;2018-10-18;2018;10;October;4
20181017;2018-10-17;2018;10;October;4
20181003;2018-10-03;2018;10;October;4
20181016;2018-10-16;2018;10;October;4
20181002;2018-10-02;2018;10;October;4
20181015;2018-10-15;2018;10;October;4
20181001;2018-10-01;2018;10;October;4
20181014;2018-10-14;2018;10;October;4
20181013;2018-10-13;2018;10;October;4
20181012;2018-10-12;2018;10;October;4
20180930;2018-09-30;2018;9;September;3
20180929;2018-09-29;2018;9;September;3
20180928;2018-09-28;2018;9;September;3
20180911;2018-09-11;2018;9;September;3
20180910;2018-09-10;2018;9;September;3
20180925;2018-09-25;2018;9;September;3
20180909;2018-09-09;2018;9;September;3
20180908;2018-09-08;2018;9;September;3
20180907;2018-09-07;2018;9;September;3
20180924;2018-09-24;2018;9;September;3
20180906;2018-09-06;2018;9;September;3
20180923;2018-09-23;2018;9;September;3
20180922;2018-09-22;2018;9;September;3
20180921;2018-09-21;2018;9;September;3
20180905;2018-09-05;2018;9;September;3
20180904;2018-09-04;2018;9;September;3
20180920;2018-09-20;2018;9;September;3
20180903;2018-09-03;2018;9;September;3
20180902;2018-09-02;2018;9;September;3
20180919;2018-09-19;2018;9;September;3
20180831;2018-08-31;2018;8;August;3
20180918;2018-09-18;2018;9;September;3
20180830;2018-08-30;2018;8;August;3
20180829;2018-08-29;2018;8;August;3
20180917;2018-09-17;2018;9;September;3
20180828;2018-08-28;2018;8;August;3
20180915;2018-09-15;2018;9;September;3
20180914;2018-09-14;2018;9;September;3
20180827;2018-08-27;2018;8;August;3
20180913;2018-09-13;2018;9;September;3
20180912;2018-09-12;2018;9;September;3
20180826;2018-08-26;2018;8;August;3
20180825;2018-08-25;2018;8;August;3
20180824;2018-08-24;2018;8;August;3
20180823;2018-08-23;2018;8;August;3
20180725;2018-07-25;2018;7;July;3
20180724;2018-07-24;2018;7;July;3
20180809;2018-08-09;2018;8;August;3
20180808;2018-08-08;2018;8;August;3
20180723;2018-07-23;2018;7;July;3
20180807;2018-08-07;2018;8;August;3
20180822;2018-08-22;2018;8;August;3
20180821;2018-08-21;2018;8;August;3
20180806;2018-08-06;2018;8;August;3
20180805;2018-08-05;2018;8;August;3
20180804;2018-08-04;2018;8;August;3
20180803;2018-08-03;2018;8;August;3
20180820;2018-08-20;2018;8;August;3
20180802;2018-08-02;2018;8;August;3
20180819;2018-08-19;2018;8;August;3
20180818;2018-08-18;2018;8;August;3
20180817;2018-08-17;2018;8;August;3
20180816;2018-08-16;2018;8;August;3
20180801;2018-08-01;2018;8;August;3
20180815;2018-08-15;2018;8;August;3
20180731;2018-07-31;2018;7;July;3
20180814;2018-08-14;2018;8;August;3
20180730;2018-07-30;2018;7;July;3
20180729;2018-07-29;2018;7;July;3
20180728;2018-07-28;2018;7;July;3
20180727;2018-07-27;2018;7;July;3
20180813;2018-08-13;2018;8;August;3
20180726;2018-07-26;2018;7;July;3
20180811;2018-08-11;2018;8;August;3
20180810;2018-08-10;2018;8;August;3
20180709;2018-07-09;2018;7;July;3
20180708;2018-07-08;2018;7;July;3
20180707;2018-07-07;2018;7;July;3
20180722;2018-07-22;2018;7;July;3
20180721;2018-07-21;2018;7;July;3
20180720;2018-07-20;2018;7;July;3
20180706;2018-07-06;2018;7;July;3
20180705;2018-07-05;2018;7;July;3
20180719;2018-07-19;2018;7;July;3
20180704;2018-07-04;2018;7;July;3
20180703;2018-07-03;2018;7;July;3
20180718;2018-07-18;2018;7;July;3
20180702;2018-07-02;2018;7;July;3
20180701;2018-07-01;2018;7;July;3
20180630;2018-06-30;2018;6;June;2
20180629;2018-06-29;2018;6;June;2
20180717;2018-07-17;2018;7;July;3
20180628;2018-06-28;2018;6;June;2
20180716;2018-07-16;2018;7;July;3
20180627;2018-06-27;2018;6;June;2
20180715;2018-07-15;2018;7;July;3
20180714;2018-07-14;2018;7;July;3
20180713;2018-07-13;2018;7;July;3
20180626;2018-06-26;2018;6;June;2
20180625;2018-06-25;2018;6;June;2
20180712;2018-07-12;2018;7;July;3
20180624;2018-06-24;2018;6;June;2
20180623;2018-06-23;2018;6;June;2
20180622;2018-06-22;2018;6;June;2
20180711;2018-07-11;2018;7;July;3
20180621;2018-06-21;2018;6;June;2
20180710;2018-07-10;2018;7;July;3
20180620;2018-06-20;2018;6;June;2
20180521;2018-05-21;2018;5;May;2
20180606;2018-06-06;2018;6;June;2
20180605;2018-06-05;2018;6;June;2
20180520;2018-05-20;2018;5;May;2
20180519;2018-05-19;2018;5;May;2
20180518;2018-05-18;2018;5;May;2
20180604;2018-06-04;2018;6;June;2
20180619;2018-06-19;2018;6;June;2
20180603;2018-06-03;2018;6;June;2
20180602;2018-06-02;2018;6;June;2
20180601;2018-06-01;2018;6;June;2
20180618;2018-06-18;2018;6;June;2
20180531;2018-05-31;2018;5;May;2
20180617;2018-06-17;2018;6;June;2
20180616;2018-06-16;2018;6;June;2
20180615;2018-06-15;2018;6;June;2
20180530;2018-05-30;2018;5;May;2
20180614;2018-06-14;2018;6;June;2
20180529;2018-05-29;2018;5;May;2
20180613;2018-06-13;2018;6;June;2
20180528;2018-05-28;2018;5;May;2
20180527;2018-05-27;2018;5;May;2
20180526;2018-05-26;2018;5;May;2
20180525;2018-05-25;2018;5;May;2
20180612;2018-06-12;2018;6;June;2
20180524;2018-05-24;2018;5;May;2
20180611;2018-06-11;2018;6;June;2
20180610;2018-06-10;2018;6;June;2
20180523;2018-05-23;2018;5;May;2
20180609;2018-06-09;2018;6;June;2
20180608;2018-06-08;2018;6;June;2
20180607;2018-06-07;2018;6;June;2
20180522;2018-05-22;2018;5;May;2
20180504;2018-05-04;2018;5;May;2
20180503;2018-05-03;2018;5;May;2
20180517;2018-05-17;2018;5;May;2
20180502;2018-05-02;2018;5;May;2
20180516;2018-05-16;2018;5;May;2
20180501;2018-05-01;2018;5;May;2
20180515;2018-05-15;2018;5;May;2
20180430;2018-04-30;2018;4;April;2
20180514;2018-05-14;2018;5;May;2
20180429;2018-04-29;2018;4;April;2
20180428;2018-04-28;2018;4;April;2
20180427;2018-04-27;2018;4;April;2
20180513;2018-05-13;2018;5;May;2
20180512;2018-05-12;2018;5;May;2
20180511;2018-05-11;2018;5;May;2
20180426;2018-04-26;2018;4;April;2
20180510;2018-05-10;2018;5;May;2
20180425;2018-04-25;2018;4;April;2
20180509;2018-05-09;2018;5;May;2
20180424;2018-04-24;2018;4;April;2
20180508;2018-05-08;2018;5;May;2
20180423;2018-04-23;2018;4;April;2
20180507;2018-05-07;2018;5;May;2
20180420;2018-04-20;2018;4;April;2
20180419;2018-04-19;2018;4;April;2
20180506;2018-05-06;2018;5;May;2
20180505;2018-05-05;2018;5;May;2
20180323;2018-03-23;2018;3;March;1
20180322;2018-03-22;2018;3;March;1
20180406;2018-04-06;2018;4;April;2
20180405;2018-04-05;2018;4;April;2
20180321;2018-03-21;2018;3;March;1
20180418;2018-04-18;2018;4;April;2
20180404;2018-04-04;2018;4;April;2
20180403;2018-04-03;2018;4;April;2
20180417;2018-04-17;2018;4;April;2
20180402;2018-04-02;2018;4;April;2
20180416;2018-04-16;2018;4;April;2
20180401;2018-04-01;2018;4;April;2
20180331;2018-03-31;2018;3;March;1
20180330;2018-03-30;2018;3;March;1
20180415;2018-04-15;2018;4;April;2
20180414;2018-04-14;2018;4;April;2
20180413;2018-04-13;2018;4;April;2
20180329;2018-03-29;2018;3;March;1
20180412;2018-04-12;2018;4;April;2
20180328;2018-03-28;2018;3;March;1
20180411;2018-04-11;2018;4;April;2
20180327;2018-03-27;2018;3;March;1
20180410;2018-04-10;2018;4;April;2
20180326;2018-03-26;2018;3;March;1
20180409;2018-04-09;2018;4;April;2
20180325;2018-03-25;2018;3;March;1
20180324;2018-03-24;2018;3;March;1
20180408;2018-04-08;2018;4;April;2
20180407;2018-04-07;2018;4;April;2
